date,game_pk,time_utc,status,team,opp,home,prob_sp_id,prob_sp,opp_sp_id,opp_sp,lineup
2026-09-09,823416,2026-09-09T22:40:00Z,Pre-Game,PHI,HOU,1,650911,Cristopher Sánchez,686613,Hunter Brown,1:Kyle Schwarber(1B) | 2:Trea Turner(SS) | 3:Bryce Harper(DH) | 4:Luis Arraez(2B) | 5:Bryson Stott(3B) | 6:Brandon Marsh(LF) | 7:Justin Crawford(CF) | 8:J.T. Realmuto(C) | 9:Bryan De La Cruz(RF)
2026-09-09,823818,2026-09-09T22:40:00Z,Pre-Game,NYM,MIA,0,476594,Robert Stock,676083,Janson Junk,1:Francisco Lindor(SS) | 2:Juan Soto(LF) | 3:Bo Bichette(3B) | 4:Carson Benge(RF) | 5:Jared Young(DH) | 6:Marcus Semien(2B) | 7:A.J. Ewing(CF) | 8:Brett Baty(1B) | 9:Luis Torrens(C)
2026-09-09,823818,2026-09-09T22:40:00Z,Pre-Game,MIA,NYM,1,676083,Janson Junk,476594,Robert Stock,1:Kyle Stowers(DH) | 2:Heriberto Hernández(LF) | 3:Griffin Conine(1B) | 4:Otto Lopez(SS) | 5:Jakob Marsee(CF) | 6:Javier Sanoja(2B) | 7:Owen Caissie(RF) | 8:Graham Pauley(3B) | 9:Joe Mack(C)
2026-09-09,824713,2026-09-09T22:45:00Z,Pre-Game,LAA,BOS,0,696270,Ryan Johnson,687562,Jake Bennett,1:Zach Neto(SS) | 2:Mike Trout(CF) | 3:Jose Siri(RF) | 4:Vaughn Grissom(1B) | 5:Christian Moore(DH) | 6:Kyren Paris(LF) | 7:Oswald Peraza(2B) | 8:Denzer Guzman(3B) | 9:Tyler Heineman(C)
2026-09-09,824713,2026-09-09T22:45:00Z,Pre-Game,BOS,LAA,1,687562,Jake Bennett,696270,Ryan Johnson,1:Roman Anthony(DH) | 2:Mickey Gasper(C) | 3:Wilyer Abreu(RF) | 4:Trevor Story(SS) | 5:Nick Sogard(1B) | 6:Caleb Durbin(3B) | 7:Jarren Duran(LF) | 8:Isiah Kiner-Falefa(2B) | 9:Nate Eaton(CF)
2026-09-09,823497,2026-09-09T23:05:00Z,Pre-Game,COL,NYY,0,608372,Tomoyuki Sugano,701542,Will Warren,1:Jake McCarthy(CF) | 2:Cole Carrigg(SS) | 3:TJ Rumfield(1B) | 4:Hunter Goodman(DH) | 5:Mickey Moniak(RF) | 6:Kyle Karros(3B) | 7:Brett Sullivan(C) | 8:Connor Norby(2B) | 9:Zac Veen(LF)
2026-09-09,823497,2026-09-09T23:05:00Z,Pre-Game,NYY,COL,1,701542,Will Warren,608372,Tomoyuki Sugano,1:Ben Rice(DH) | 2:Cody Bellinger(LF) | 3:Aaron Judge(RF) | 4:Luis García Jr.(1B) | 5:Spencer Jones(CF) | 6:George Lombard Jr.(SS) | 7:Ryan McMahon(3B) | 8:Austin Wells(C) | 9:José Caballero(2B)
2026-09-09,824871,2026-09-09T23:15:00Z,Pre-Game,TB,ATL,0,643377,Griffin Jax,625643,Reynaldo López,1:Yandy Díaz(DH) | 2:Jonathan Aranda(1B) | 3:Junior Caminero(3B) | 4:Liam Hicks(C) | 5:Victor Mesa Jr.(RF) | 6:Chandler Simpson(LF) | 7:Cedric Mullins(CF) | 8:Richie Palacios(2B) | 9:Jorge Mateo(SS)
2026-09-09,824871,2026-09-09T23:15:00Z,Pre-Game,ATL,TB,1,625643,Reynaldo López,643377,Griffin Jax,1:Drake Baldwin(DH) | 2:Ronald Acuña Jr.(RF) | 3:Matt Olson(1B) | 4:Michael Harris II(CF) | 5:Mauricio Dubón(SS) | 6:Mike Yastrzemski(LF) | 7:Ozzie Albies(2B) | 8:Austin Riley(3B) | 9:Sean Murphy(C)
2026-09-09,824064,2026-09-09T23:40:00Z,Pre-Game,AZ,KC,0,668678,Zac Gallen,663738,Daniel Lynch IV,1:Ildemaro Vargas(2B) | 2:Ketel Marte(DH) | 3:Geraldo Perdomo(SS) | 4:Nolan Arenado(3B) | 5:Tim Tawa(1B) | 6:Lourdes Gurriel Jr.(LF) | 7:James McCann(C) | 8:Jordan Lawlar(CF) | 9:Lars Nootbaar(RF)
2026-09-09,824064,2026-09-09T23:40:00Z,Pre-Game,KC,AZ,1,663738,Daniel Lynch IV,668678,Zac Gallen,1:Carter Jensen(C) | 2:Bobby Witt Jr.(SS) | 3:Vinnie Pasquantino(1B) | 4:Salvador Perez(DH) | 5:Michael Massey(2B) | 6:Nick Loftin(3B) | 7:John Rave(RF) | 8:Kyle Isbel(CF) | 9:Isaac Collins(LF)
2026-09-09,824549,2026-09-09T23:40:00Z,Pre-Game,PIT,CWS,0,669199,Lake Bachar,663436,Davis Martin,1:Konnor Griffin(SS) | 2:Brandon Lowe(2B) | 3:Bryan Reynolds(LF) | 4:Nick Gonzales(DH) | 5:Oneil Cruz(CF) | 6:Esmerlyn Valdez(RF) | 7:Spencer Horwitz(1B) | 8:Rafael Flores Jr.(C) | 9:Jacob Gonzalez(3B)
2026-09-09,824549,2026-09-09T23:40:00Z,Pre-Game,CWS,PIT,1,663436,Davis Martin,669199,Lake Bachar,1:Sam Antonacci(2B) | 2:Andrew Benintendi(DH) | 3:Munetaka Murakami(1B) | 4:Randal Grichuk(LF) | 5:Colson Montgomery(3B) | 6:Braden Montgomery(RF) | 7:Tristan Peters(CF) | 8:Chase Meidroth(SS) | 9:Kyle Teel(C)
2026-09-09,823739,2026-09-09T23:40:00Z,Pre-Game,CHC,MIL,0,592332,Kevin Gausman,701656,Logan Henderson,1:Pete Crow-Armstrong(CF) | 2:Seiya Suzuki(RF) | 3:Michael Busch(1B) | 4:Alex Bregman(3B) | 5:Ian Happ(DH) | 6:Nico Hoerner(SS) | 7:Pedro Ramírez(2B) | 8:Michael Conforto(LF) | 9:Carson Kelly(C)
2026-09-09,823739,2026-09-09T23:40:00Z,Pre-Game,MIL,CHC,1,701656,Logan Henderson,592332,Kevin Gausman,1:Jackson Chourio(LF) | 2:Brice Turang(2B) | 3:William Contreras(C) | 4:Andrew Vaughn(1B) | 5:Christian Yelich(DH) | 6:Sal Frelick(RF) | 7:Joey Ortiz(3B) | 8:Garrett Mitchell(CF) | 9:Cooper Pratt(SS)
2026-09-09,823900,2026-09-10T02:10:00Z,Pre-Game,CIN,LAD,0,695076,Rhett Lowder,808967,Yoshinobu Yamamoto,
2026-09-09,823900,2026-09-10T02:10:00Z,Pre-Game,LAD,CIN,1,808967,Yoshinobu Yamamoto,695076,Rhett Lowder,1:Tommy Edman(CF) | 2:Will Smith(DH) | 3:Mookie Betts(SS) | 4:Max Muncy(3B) | 5:Teoscar Hernández(LF) | 6:Kyle Tucker(RF) | 7:Hunter Feduccia(C) | 8:Freddie Freeman(2B) | 9:Enrique Hernández(1B)
